periode,valeur
2010,363242.4
2011,378745.4
2012,387934.9
2013,394616.3
2014,404958.3
2015,415538.0
2016,428467.1
2017,443407.2
2018,459491.8
2019,479444.9
2020,463750.9
2021,506047.2
2022,561678.2
2023,601866.5
2024,619914.3
2025,642015.3
